clean_title,sentiment_from_rating
Suddenly the mic stopped working And the audio would get disconnected anytime,0
Waste product do not buy,0
BASS QUALITY IS NOT UP TO THE MARK,0
Mic stops working just 30 days after purchase,0
It was not orginal i guess quality and sound quality is also poor better to take offline,0
After service,0
It is not working,0
Not functioning properly,0
Waste product,0
Stopped working partially,0
Think before you buy,0
Broken headset,0
Not good sound quality,0
Poor Product May be Duplicate,0
Bad,0
Very bad quality product,0
Nice,0
The product very nice and it is hearing also good,0
Not a good product,0
NOT SUITABLE FOR VIVO V17,0
Fraud,0
disappointed as always,0
It is duplicate product,0
Bad,0
Bad,0
Super flop product,0
Wrong product delivered,0
Ear Phone defective 2nd time,0
Worst product,0
Not very nice in this price range locally you can get same quality in 120 rs,0
Temporary use,0
Waste product,0
DUPLICATE PRODUCT RECEIVED,0
Not happy,0
Did not last a month,0
Sound quality is bad,0
3rd class earphones,0
Not good at all,0
Very bad product stopped working after 4months of use,0
No bass,0
how can I apply warranty,0
Its nice,0
Noise friendly,0
DO NOT WASTE YOUR MONEY,0
This is very very difficult worst adapter,0
Do not buy boat products,0
Mic distance is long,0
Ear phone not working,0
Unable to return the product,0
Microphone not working,0
Ok,0
Mic is not working,0
Not good Filpkart is much good quality,0
Only last for a year,0
Disappointed,0
Just OKAY coz of the price,0
Mic is not working and replacement also very very difficult,0
Stopped Working,0
Sounds cheap,0
Stopped working within a month of buying,0
Do Not buy it,0
Disappointed,0
Bekar h,0
Bad quality,0
Poor after sales service of Boat and maybe fake product,0
Very disappointed,0
Waste of Money,0
Not working this headset replace the item,0
Not worth of money,0
DO NOT BUY IT,0
Waste of money,0
Headache,0
Amazon should take care of low cost products,0
Poor,0
Received wrong product,0
Not working properly one side,0
High treble bass no good poor sound quality Not soothing sound,0
Auto volume increase and decrease problem,0
Product is good but sound quality is not good,0
Non Biased detailed review,0
Average product,0
Volume and Sound Quality,0
Received empty box,0
Not nice,0
Do not buy,0
Not that impressed,0
Worst product Wwnt a refund,0
Bad product,0
Bad product,0
No bass bad sound quality,0
Does Not give service of 1 year,0
Not a good product,0
Not at all long lastinh,0
Replac my headphone,0
Fortnight Headphones,0
I just got an empty box it does not contain the item please take my complaint,0
Average,0
Good for 2 months then stopped working,0
No base,0
Not much good,0
Not good,0
Bad sound quality,0
Not support in my phone,0
Worst service by amazon and boat,0
Bad quality,0
Need replacement,0
Review,0
Bad quality,0
Worst after sales service,0
Disappointed,0
Poor quality,0
Wastage of money,0
Not for bass,0
Not satisfied having issue on left side of earphone,0
just stopped working,0
Very bad,0
Horrible design,0
Very bad quality,0
Damaged too soon,0
sound annoying,0
Issue of this brand earphones with redmi mobiles,0
Bass,0
Poor cndtn prdct,0
Poor physical product quality,0
I bought it twice and within three months both of it stopped working in one side Not recommended,0
Comfort level is zero,0
Sound Quality,0
High price as per quality,0
Very cheap bad quality,0
Wrost product,0
Not working after 6months,0
Awsm,0
I am upset,0
Not a good product,0
Bad,0
Not good,0
Poor quality,0
Defective and Not in working condition Very Bad Experiance,0
Loose connection,0
Did not last two months,0
Pathetic Product,0
Not working properly,0
ok product,0
Complaint for returning the product,0
My product is destroy before warranty,0
Do not buy,0
Defective earphone,0
Not upto the expectations,0
Rubbish,0
Dissapointing,0
Waste,0
Very poor noise cancelation,0
Ok ok product,0
Yon,0
Not at all satisfactory,0
Do not Buy Frank Feedback,0
worst bass worst product not even worth 100rs,0
Not worth,0
Low on bass and clarity,0
Not working,0
Useless,0
I do not feel bass in this headset,0
STOP WORKING IN 20 DAYS,0
Money waste,0
Last for less than 5 months,0
one earbud is gone,0
Average quality,0
Not Good,0
Nice sound but earphone falls down very often,0
Decent for the price point,0
Good pricing but design need to be improved,0
Do not buy,0
Earphone not working,0
Bass and sound quality poor,0
Incomplete package,0
Have some issues,0
Worst headphone,0
Waste of money,0
Only one side is working in earphone,0
Good,0
Hopeless mic Very bad,0
Bad customer care responce,0
Looks like duplicate product and there is gap in right side pod,0
It is like spinner taking a long run up to bowl,0
Not recommended,0
Not working now in just 2 5 months,0
One side not working,0
Distorted Sound,0
No,0
Not worth the money,0
Horrible product Very noisy Plastic body Cheap quality,0
No noise cancellation,0
not worth,0
Not satisfied,0
Mic is not working in a month itself,0
Waste of money,0
Not satisfied,0
Want replacement as the earphone is not working,0
PRODUCT IS NON WORKING WITHIN A MONTH OF PURCHASE,0
Low baas quality,0
Mic Failure,0
Flat sound,0
Pathetic service,0
Sound is not clear,0
Great sound quality but earphones last just 3 4 months,0
Pls tell how to return,0
Mic is no more working,0
Not working,0
Overall product quality is not satisfactory,0
Worst product,0
Did not expect this from BOAT,0
one side not working after 1 month use,0
Not at all a good product,0
Verst head phones,0
Built quality,0
Worst headset,0
Good,0
Bad quality,0
Do not buy,0
Not a good,0
West of money,0
Mic issue with in Week after buy,0
Disappointed,0
Worst service by boat,0
fake warranty by amazon,0
Not good,0
Very bad quality,0
Worst product,0
Quality poor,0
Disappointed,0
Does not work,0
Not recommended,0
Not that great,0
Not working,0
Useful,0
Bad Quality products,0
Buds are very uncomfortable,0
Bad experience,0
Mic quality is worst,0
Mic problem,0
Ok ok types,0
Not worthy do not waste money,0
Duplicate not original Product,0
One side of earphone stopped working within 2 months,0
A little bit of defective piece is delivered,0
Mic is not working after few days,0
Improve sound quality,0
Do not Buy it,0
Disappointed,0
Not comfortable in ear,0
Not good,0
Not bad,0
Poor quality,0
Wire damaged,0
Not so good,0
The important thing is see if it support in your phone or not,0
Mic voice is very low,0
Nor bound to sound you,0
Mike stopped working,0
I want replace,0
Bad,0
Worst Buy,0
Do not buy,0
Bass,0
Very bad mic performance,0
Worst Product,0
damaged with 4 months,0
Quality,0
Do not buy at all,0
Good,0
Not ideal for longer use,0
Not good quality,0
Not worth for the money,0
The build quality is ok But the sound quality is really bad and hazy,0
Not recommended to Buy,0
help me change my handfree,0
Stopped working in 3 months,0
Bad quality,0
Worst earphone,0
Not satisfied,0
Do not buy,0
Low quality product,0
Bad,0
Worst product,0
Sound and bass Quality Low,0
Not successful,0
Good,0
Ordinary problematic headphones,0
Damaged product recieved,0
Not so good,0
Earphones not working,0
Waste of money,0
WORST QUALITY HEADPHONES,0
Do Not buy it,0
Poor Quality,0
Not recommended,0
Not up the name,0
Do not buy,0
Faulty earphones,0
Not working properly,0
Sound quality is not good,0
Complaint,0
bad product,0
Defective piece of crap,0
Buds does not stay on earphones,0
Worst,0
Bc products,0
Bad,0
Poor quality,0
Bassheads Not at all,0
Basic model,0
It is not Bass Heads its just Heads without Bass,0
Audio jack is not good,0
Not good quality,0
Bad product,0
Worst earphones,0
Very poor,0
Ear set not comfortable and outside noise getting,0
Below the mark,0
Design is pathetic,0
Mic not working after a month,0
Avg,0
Voice quality bad,0
Bad quality,0
One ear bud no voice,0
Connectivity issue,0
Stops working within 10 months,0
Bad Quality,0
Worst performance,0
Not working,0
Waste of Money,0
Bad product,0
Unstable price and bass compromise,0
Worst Customer Support,0
Not happy with it,0
Poor,0
Should have sound quality good,0
But some other variant,0
Stopped working after 4 months,0
Low bass product,0
Below average product for the price,0
Replacement not done yet,0
Amazon cannot believe that the product has not even lasted for one year,0
No bass at all,0
Speaker stopped working in 6th week of its use,0
wrost,0
Got the broken one,0
Stopped working after 1 year,0
You cannot clam warrenty,0
Nnnnn,0
The jack in the earphones are really bad,0
can hear buzz in the ear,0
Poor quality of mike,0
good sound quality,0
Pls do not buy this product,0
Earphones missing,0
NOT AT ALL WORTH RS 400 DO NOT BUY,0
Defected pieces on discount,0
Not working properly,0
Stopped working after 5 mnths,0
Nice,0
Earphones,0
less productive,0
bass quality is poor,0
Effective product,0
Bad quality,0
Poor quality earphones,0
Product suggestion,0
Very bad quality waste of money,0
Defective product twice,0
Bad product,0
I need an invoice paper,0
Do not buy,0
Build quality is not up to the mark,0
Bass is not good,0
One side of Earphone is not working,0
Waste of money,0
Nothing Special only simple headphone,0
Bad product,0
Dead after 10 days,0
Bad,0
Do not buy,0
Overpriced,0
It is not working and now i do not have more time to get it replaced,0
One side is not working,0
Damaged product,0
Not worthy,0
Worst product,0
Mic is does not proper work,0
Stopped working in hardly 2 months,0
Nice product Thank you amazon,0
Average,0
Microphone not working,0
Not good for calls,0
Not worth money,0
Not satisfied with the product,0
Not working one side,0
Connection problem,0
Headphone Voice is very low and it do not have Bass,0
Sound quality valid for 5 days,0
Worst product,0
Useless product,0
Item has not working starting,0
Not good,0
Mic not good,0
Quality and condition,0
Bad experience,0
Lasted for 1 month only Waste product,0
Bad Products,0
Waste,0
Sound Quality is Barely Passable,0
Good,0
Worst,0
Needed a replacement of this earphone,0
DO NOT BUY,0
Horrible,0
Cheap quality,0
Static sound issues,0
Not working,0
Very bad customer support Even 1 year warranty is there I am not able to claim,0
Not working after 4month,0
Worthless product,0
Do not buy worst quality sound,0
It is not good only,0
Worked fine for just 4 months Replacement or refund needed,0
I want to replace my headphone,0
Worst Customer Care Service EVER,0
Not upto the mark,0
Very bad product and useless,0
Worst mic ever,0
Poor quality,0
Very disappointing,0
Not working,0
Ear plug is not working,0
worst product,0
Matter of trust,0
Waste of money if you purchase this,0
It is very poor quality with poor performance,0
Used products,0
Not a good product,0
Overll product is good of mic,0
Worst,0
Not good,0
Naaahh,0
Not worth it,0
I feel bad,0
Boat headset,0
Waste of Money Time Expectation,0
Received a damaged product poor packaging,0
Not power full bass,0
One side damage,0
Worst,0
Waste of money,0
stopped working within 2 months,0
Stops working before 1 yr is up,0
Not worth,0
do not buy this defective,0
Product durability,0
Boat always best,0
liked,0
Average product,0
Wire Quality is not so good,0
One of it is not working n i have used it just for 3 months,0
Earphones,0
Rs 100 of cheap ear phone was better than boAt,0
Receiver not able to hear properly,0
Not bad,0
Bad,0
Worth money,0
Ok Quality Boat should improve the Quality,0
Good,0
Do not buy this product,0
Low build quality,0
Bad,0
unbelievable worst service,0
bass not good,0
Wastage Of Money,0
Worth it,0
Average quality,0
Disappointed by boat Boat just lost a loyal customer,0
Bad Experience,0
Poor product from boat better to not buy,0
Mic is not working after a week,0
Not working after six months,0
Not up to the mark,0
Sad,0
Using this for very less time but now no sound coming,0
Not worth the price,0
Pathetic post sale management Viz warranty claim,0
wire quality is very cheap,0
Waste of,0
Pathetic,0
Sound quality,0
Worst piece,0
DO NOT BUY Cheap Stuff,0
Good for first 2 months,0
Not bad,0
Does not fit into ears,0
Wrost product,0
Very bad experience,0
One side of the earphone is not working within 16 days of delivery,0
No bass,0
Pathetic,0
Bad quality left bud not working,0
Disappointed,0
Waste of money quality is too bad,0
Works only on one side missing parts,0
Poor durability,0
Disappointed,0
Highly disappointed,0
One side ear phone is not working properly it is used product i want refund,0
Stopped working after 1 month,0
Left earpiece stopped working after 10 days,0
Low built in quality,0
Do not buy this item,0
